100.0 , 0.0
99.9 , 0.05
99.8 , 0.11
99.7 , 0.16
99.6 , 0.21
99.5 , 0.27
99.4 , 0.32
99.3 , 0.38
99.2 , 0.43
99.1 , 0.48
99.0 , 0.54
98.9 , 0.59
98.8 , 0.64
98.7 , 0.7
98.6 , 0.75
98.5 , 0.81
98.4 , 0.86
98.3 , 0.91
98.2 , 0.97
98.1 , 1.02
98.0 , 1.08
97.9 , 1.13
97.8 , 1.18
97.7 , 1.24
97.6 , 1.29
97.5 , 1.35
97.4 , 1.4
97.3 , 1.46
97.2 , 1.51
97.1 , 1.57
97.0 , 1.62
96.9 , 1.67
96.8 , 1.73
96.7 , 1.78
96.6 , 1.84
96.5 , 1.89
96.4 , 1.95
96.3 , 2.0
96.2 , 2.06
96.1 , 2.11
96.0 , 2.17
95.9 , 2.22
95.8 , 2.28
95.7 , 2.33
95.6 , 2.39
95.5 , 2.44
95.4 , 2.5
95.3 , 2.55
95.2 , 2.61
95.1 , 2.66
95.0 , 2.72
94.9 , 2.77
94.8 , 2.83
94.7 , 2.88
94.6 , 2.94
94.5 , 3.0
94.4 , 3.05
94.3 , 3.11
94.2 , 3.16
94.1 , 3.22
94.0 , 3.27
93.9 , 3.33
93.8 , 3.38
93.7 , 3.44
93.6 , 3.5
93.5 , 3.55
93.4 , 3.61
93.3 , 3.66
93.2 , 3.72
93.1 , 3.78
93.0 , 3.83
92.9 , 3.89
92.8 , 3.94
92.7 , 4.0
92.6 , 4.06
92.5 , 4.11
92.4 , 4.17
92.3 , 4.23
92.2 , 4.28
92.1 , 4.34
92.0 , 4.4
91.9 , 4.45
91.8 , 4.51
91.7 , 4.57
91.6 , 4.62
91.5 , 4.68
91.4 , 4.74
91.3 , 4.79
91.2 , 4.85
91.1 , 4.91
91.0 , 4.96
90.9 , 5.02
90.8 , 5.08
90.7 , 5.13
90.6 , 5.19
90.5 , 5.25
90.4 , 5.31
90.3 , 5.36
90.2 , 5.42
90.1 , 5.48
90.0 , 5.53
89.9 , 5.59
89.8 , 5.65
89.7 , 5.71
89.6 , 5.76
89.5 , 5.82
89.4 , 5.88
89.3 , 5.94
89.2 , 6.0
89.1 , 6.05
89.0 , 6.11
88.9 , 6.17
88.8 , 6.23
88.7 , 6.28
88.6 , 6.34
88.5 , 6.4
88.4 , 6.46
88.3 , 6.52
88.2 , 6.57
88.1 , 6.63
88.0 , 6.69
87.9 , 6.75
87.8 , 6.81
87.7 , 6.87
87.6 , 6.92
87.5 , 6.98
87.4 , 7.04
87.3 , 7.1
87.2 , 7.16
87.1 , 7.22
87.0 , 7.28
86.9 , 7.34
86.8 , 7.39
86.7 , 7.45
86.6 , 7.51
86.5 , 7.57
86.4 , 7.63
86.3 , 7.69
86.2 , 7.75
86.1 , 7.81
86.0 , 7.87
85.9 , 7.93
85.8 , 7.98
85.7 , 8.04
85.6 , 8.1
85.5 , 8.16
85.4 , 8.22
85.3 , 8.28
85.2 , 8.34
85.1 , 8.4
85.0 , 8.46
84.9 , 8.52
84.8 , 8.58
84.7 , 8.64
84.6 , 8.7
84.5 , 8.76
84.4 , 8.82
84.3 , 8.88
84.2 , 8.94
84.1 , 9.0
84.0 , 9.06
83.9 , 9.12
83.8 , 9.18
83.7 , 9.24
83.6 , 9.3
83.5 , 9.36
83.4 , 9.42
83.3 , 9.48
83.2 , 9.54
83.1 , 9.6
83.0 , 9.66
82.9 , 9.72
82.8 , 9.79
82.7 , 9.85
82.6 , 9.91
82.5 , 9.97
82.4 , 10.03
82.3 , 10.09
82.2 , 10.15
82.1 , 10.21
82.0 , 10.27
81.9 , 10.34
81.8 , 10.4
81.7 , 10.46
81.6 , 10.52
81.5 , 10.58
81.4 , 10.64
81.3 , 10.7
81.2 , 10.77
81.1 , 10.83
81.0 , 10.89
80.9 , 10.95
80.8 , 11.01
80.7 , 11.07
80.6 , 11.14
80.5 , 11.2
80.4 , 11.26
80.3 , 11.32
80.2 , 11.38
80.1 , 11.45
80.0 , 11.51
79.9 , 11.57
79.8 , 11.63
79.7 , 11.7
79.6 , 11.76
79.5 , 11.82
79.4 , 11.88
79.3 , 11.95
79.2 , 12.01
79.1 , 12.07
79.0 , 12.13
78.9 , 12.2
78.8 , 12.26
78.7 , 12.32
78.6 , 12.39
78.5 , 12.45
78.4 , 12.51
78.3 , 12.58
78.2 , 12.64
78.1 , 12.7
78.0 , 12.77
77.9 , 12.83
77.8 , 12.89
77.7 , 12.96
77.6 , 13.02
77.5 , 13.08
77.4 , 13.15
77.3 , 13.21
77.2 , 13.28
77.1 , 13.34
77.0 , 13.4
76.9 , 13.47
76.8 , 13.53
76.7 , 13.6
76.6 , 13.66
76.5 , 13.72
76.4 , 13.79
76.3 , 13.85
76.2 , 13.92
76.1 , 13.98
76.0 , 14.05
75.9 , 14.11
75.8 , 14.18
75.7 , 14.24
75.6 , 14.31
75.5 , 14.37
75.4 , 14.44
75.3 , 14.5
75.2 , 14.57
75.1 , 14.63
75.0 , 14.7
74.9 , 14.76
74.8 , 14.83
74.7 , 14.89
74.6 , 14.96
74.5 , 15.02
74.4 , 15.09
74.3 , 15.15
74.2 , 15.22
74.1 , 15.29
74.0 , 15.35
73.9 , 15.42
73.8 , 15.48
73.7 , 15.55
73.6 , 15.62
73.5 , 15.68
73.4 , 15.75
73.3 , 15.81
73.2 , 15.88
73.1 , 15.95
73.0 , 16.01
72.9 , 16.08
72.8 , 16.15
72.7 , 16.21
72.6 , 16.28
72.5 , 16.35
72.4 , 16.41
72.3 , 16.48
72.2 , 16.55
72.1 , 16.61
72.0 , 16.68
71.9 , 16.75
71.8 , 16.82
71.7 , 16.88
71.6 , 16.95
71.5 , 17.02
71.4 , 17.09
71.3 , 17.15
71.2 , 17.22
71.1 , 17.29
71.0 , 17.36
70.9 , 17.43
70.8 , 17.49
70.7 , 17.56
70.6 , 17.63
70.5 , 17.7
70.4 , 17.77
70.3 , 17.83
70.2 , 17.9
70.1 , 17.97
70.0 , 18.04
69.9 , 18.11
69.8 , 18.18
69.7 , 18.25
69.6 , 18.31
69.5 , 18.38
69.4 , 18.45
69.3 , 18.52
69.2 , 18.59
69.1 , 18.66
69.0 , 18.73
68.9 , 18.8
68.8 , 18.87
68.7 , 18.94
68.6 , 19.01
68.5 , 19.08
68.4 , 19.15
68.3 , 19.22
68.2 , 19.29
68.1 , 19.36
68.0 , 19.43
67.9 , 19.5
67.8 , 19.57
67.7 , 19.64
67.6 , 19.71
67.5 , 19.78
67.4 , 19.85
67.3 , 19.92
67.2 , 19.99
67.1 , 20.06
67.0 , 20.13
66.9 , 20.2
66.8 , 20.27
66.7 , 20.34
66.6 , 20.42
66.5 , 20.49
66.4 , 20.56
66.3 , 20.63
66.2 , 20.7
66.1 , 20.77
66.0 , 20.84
65.9 , 20.92
65.8 , 20.99
65.7 , 21.06
65.6 , 21.13
65.5 , 21.2
65.4 , 21.28
65.3 , 21.35
65.2 , 21.42
65.1 , 21.49
65.0 , 21.57
64.9 , 21.64
64.8 , 21.71
64.7 , 21.78
64.6 , 21.86
64.5 , 21.93
64.4 , 22.0
64.3 , 22.07
64.2 , 22.15
64.1 , 22.22
64.0 , 22.29
63.9 , 22.37
63.8 , 22.44
63.7 , 22.51
63.6 , 22.59
63.5 , 22.66
63.4 , 22.74
63.3 , 22.81
63.2 , 22.88
63.1 , 22.96
63.0 , 23.03
62.9 , 23.11
62.8 , 23.18
62.7 , 23.26
62.6 , 23.33
62.5 , 23.4
62.4 , 23.48
62.3 , 23.55
62.2 , 23.63
62.1 , 23.7
62.0 , 23.78
